fingerprint,minutia,score_change
B176X7I_1_1,v5,0.067528084
B176X7I_1_1,v6,0.070603272
B176X7I_1_1,v7,0.205344008
B176X7I_1_1,v8,0.035216235
B176X7I_1_1,v9,0.083991151
B176X7I_1_1,v10,-0.046016386
B176X7I_1_1,v11,0.029240858
B176X7I_1_1,v12,0.079853066
B176X7I_1_1,v13,0.097009389
B176X7I_1_1,v14,0.027816108
B176X7I_1_1,v15,0.12809555
G014X7I_1_1,v0,-0.030228615
G014X7I_1_1,v1,-0.013113092
G014X7I_1_1,v2,-0.168316717
G014X7I_1_1,v3,-0.12750227
G014X7I_1_1,v4,-0.162249653
G014X7I_1_1,v5,-0.138602533
G014X7I_1_1,v6,-0.210659261
G014X7I_1_1,v7,0.006102306
G014X7I_1_1,v8,-0.108542637
G014X7I_1_1,v9,0.061398057
G014X7I_1_1,v10,0.154928617
G014X7I_1_1,v11,-0.046784796
G014X7I_1_1,v12,0.143343323
G014X7I_1_1,v13,0.042180319
G014X7I_1_1,v14,0.0630368
G014X7I_1_1,v15,-0.063826418
G014X7I_1_1,v16,-0.048193605
G014X7I_1_1,v17,-0.068132727
G014X7I_1_1,v18,-0.079992393
G014X7I_1_1,v19,-0.034480135
G014X7I_1_1,v20,-0.063825379
G023X6I_1_1,v0,-0.064720557
G023X6I_1_1,v1,-0.255171219
G023X6I_1_1,v2,-0.055201088
G023X6I_1_1,v3,0.178059478
G023X6I_1_1,v4,-0.183356516
G023X6I_1_1,v5,0.056132927
G023X6I_1_1,v6,-0.018922078
G023X6I_1_1,v7,0.040327447
G023X6I_1_1,v8,0.131244554
G023X6I_1_1,v9,0.034223882
G023X6I_1_1,v10,0.124783425
G023X6I_1_1,v11,-0.190388187
G023X6I_1_1,v12,-0.433641585
G023X6I_1_1,v13,-0.363669917
G023X6I_1_1,v14,-0.11867897
G023X6I_1_1,v15,-0.098456187
G023X6I_1_1,v16,-0.285383271
G023X6I_1_1,v17,0.06957031
G023X6I_1_1,v18,-0.247560853
G023X6I_1_1,v19,-0.074660133
G023X6I_1_1,v20,-0.01566519
G023X6I_1_1,v21,-0.073879542
G023X6I_1_1,v22,-0.240741158
G023X6I_1_1,v23,-0.15896569
G023X6I_1_1,v24,-0.015963684
G023X6I_1_1,v25,0.004231812
G023X6I_1_1,v26,-0.075417942
G023X6I_1_1,v27,-0.087553819
G023X6I_1_1,v28,-0.028558541
G023X6I_1_1,v29,0.023947794
G023X6I_1_1,v30,-0.126226065
G023X6I_1_1,v31,-0.071642615
G023X6I_1_1,v32,-0.131155259
G023X6I_1_1,v33,0.003008674
G023X6I_1_1,v34,0.050048331
G023X6I_1_1,v35,0.030213714
G023X6I_1_1,v36,-0.103309942
G023X6I_1_1,v37,-0.055755357
G023X6I_1_1,v38,0.022628402
G023X6I_1_1,v39,0.134874627
G023X6I_1_1,v40,0.11589697
G023X6I_1_1,v41,-0.129398506
G023X6I_1_1,v42,0.044535173
G023X6I_1_1,v43,0.119663841
G023X6I_1_1,v44,0.1196459
G023X6I_1_1,v45,-0.147959348
G023X6I_1_1,v46,-0.064549488
G023X6I_1_1,v47,-0.05743454
G023X6I_1_1,v48,0.043516473
G023X6I_1_1,v49,0.032212837
G023X6I_1_1,v50,-0.0088338
G023X6I_1_1,v51,-0.007248605
G023X6I_1_1,v52,0.055119704
G023X6I_1_1,v53,0.125785992
G023X6I_1_1,v54,-0.203318625
G009X8I_1_1,v0,0.203630773
G009X8I_1_1,v1,-0.13342057
G009X8I_1_1,v2,-0.263292323
G009X8I_1_1,v3,-0.14264163
G009X8I_1_1,v4,-0.290619092
G009X8I_1_1,v5,-0.156325454
G009X8I_1_1,v6,-0.237882012
G009X8I_1_1,v7,0.110757011
G009X8I_1_1,v8,-0.094934909
G009X8I_1_1,v9,0.118876902
G009X8I_1_1,v10,-0.055307325
G009X8I_1_1,v11,-0.17138862
G009X8I_1_1,v12,-0.318125653
G009X8I_1_1,v13,-0.130699836
G009X8I_1_1,v14,0.249862332
G009X8I_1_1,v15,-0.468040242
G009X8I_1_1,v16,-0.13817575
G009X8I_1_1,v17,0.035114397
G009X8I_1_1,v18,-0.16066467
G009X8I_1_1,v19,-0.123920076
G009X8I_1_1,v20,0.094545671
G009X8I_1_1,v21,-0.195596976
G009X8I_1_1,v22,-0.329961257
G019X1I_1_1,v0,-0.031804174
G019X1I_1_1,v1,0.116265276
G019X1I_1_1,v2,0.031487879
G019X1I_1_1,v3,0.048070576
G019X1I_1_1,v4,0.1215172
G019X1I_1_1,v5,-0.140415644
G019X1I_1_1,v6,0.02627172
G019X1I_1_1,v7,-0.067496402
G019X1I_1_1,v8,0.190864773
G019X1I_1_1,v9,0.452608255
G019X1I_1_1,v10,-0.294299865
G019X1I_1_1,v11,-0.060471791
G019X1I_1_1,v12,-0.033934012
G019X1I_1_1,v13,-0.0448697
G019X1I_1_1,v14,-0.164524297
G019X1I_1_1,v15,-0.207155169
G019X1I_1_1,v16,0.027234694
G019X1I_1_1,v17,0.017196274
G019X1I_1_1,v18,-0.175493794
G019X1I_1_1,v19,0.177658709
G019X1I_1_1,v20,0.14776524
G019X1I_1_1,v21,-0.128773671
G019X1I_1_1,v22,-0.101921287
G019X1I_1_1,v23,0.146893682
G019X1I_1_1,v24,-0.185084716
G019X1I_1_1,v25,-0.161926313
G019X1I_1_1,v26,-0.002842977
G019X1I_1_1,v27,0.170446919
G019X1I_1_1,v28,0.023938621
G019X1I_1_1,v29,0.049897455
G019X1I_1_1,v30,-0.040220398
G019X1I_1_1,v31,-0.109093002
G019X1I_1_1,v32,-0.199736259
G019X1I_1_1,v33,-0.141567692
G019X1I_1_1,v34,-0.17867522
G019X1I_1_1,v35,0.108165222
G019X1I_1_1,v36,-0.008344121
G019X1I_1_1,v37,-0.000187154
G019X1I_1_1,v38,-0.127425273
G073X8I_1_1,v0,-0.405311338
G073X8I_1_1,v1,0.093122044
G073X8I_1_1,v2,-0.150029884
G073X8I_1_1,v3,-0.219151745
G073X8I_1_1,v4,-0.055504475
G073X8I_1_1,v5,-0.110969944
G073X8I_1_1,v6,-0.160729298
G073X8I_1_1,v7,-0.116135413
G073X8I_1_1,v8,-0.360589064
G073X8I_1_1,v9,-0.144867256
G073X8I_1_1,v10,0.022321144
G073X8I_1_1,v11,0.089467698
G073X8I_1_1,v12,-0.020292463
G073X8I_1_1,v13,0.018795007
G073X8I_1_1,v14,-0.075239467
G073X8I_1_1,v15,-0.015020446
G073X8I_1_1,v16,0.109974864
G073X8I_1_1,v17,-0.005784456
G073X8I_1_1,v18,0.034432151
G073X8I_1_1,v19,0.022945991
G073X8I_1_1,v20,-0.186185076
G073X8I_1_1,v21,-0.375671651
G073X8I_1_1,v22,-0.012779604
G073X8I_1_1,v23,-0.036925418
G073X8I_1_1,v24,0.110849059
G073X8I_1_1,v25,-0.123926235
G073X8I_1_1,v26,-0.129080754
G073X8I_1_1,v27,-0.162199443
G073X8I_1_1,v28,0.006048538
G073X8I_1_1,v29,0.098408188
G073X8I_1_1,v30,-0.075442478
G073X8I_1_1,v31,0.111369888
G073X8I_1_1,v32,-0.088894152
G073X8I_1_1,v33,0.106351661
G073X8I_1_1,v34,-0.031421361
G073X8I_1_1,v35,-0.181971406
G073X8I_1_1,v36,-0.118806093
G073X8I_1_1,v37,-0.14491861
G073X8I_1_1,v38,-0.26380438
U247X1I_1_1,v0,-0.474821197
U247X1I_1_1,v1,-0.533118222
U247X1I_1_1,v2,-0.356948823
U247X1I_1_1,v3,-0.226334104
U247X1I_1_1,v4,-0.336379227
U247X1I_1_1,v5,-0.712514479
U247X1I_1_1,v6,0.216274743
U247X1I_1_1,v7,-0.209604074
U247X1I_1_1,v8,-0.457561475
U247X1I_1_1,v9,0.054985725
U247X1I_1_1,v10,-0.156972105
U247X1I_1_1,v11,0.177070424
G040X6I_1_1,v0,0.155287282
G040X6I_1_1,v1,-0.474875045
G040X6I_1_1,v2,-0.154371266
G040X6I_1_1,v3,0.184518582
G040X6I_1_1,v4,-0.325097281
G040X6I_1_1,v5,-0.333341694
G040X6I_1_1,v6,0.077549151
G040X6I_1_1,v7,-0.015875255
G040X6I_1_1,v8,-0.378535182
G040X6I_1_1,v9,0.101657956
G040X6I_1_1,v10,0.065965972
G040X6I_1_1,v11,0.114013449
G040X6I_1_1,v12,-0.329647685
G040X6I_1_1,v13,-0.275355437
G040X6I_1_1,v14,-0.055730778
G040X6I_1_1,v15,0.021935475
G040X6I_1_1,v16,-0.090930553
G040X6I_1_1,v17,0.227831727
G040X6I_1_1,v18,-0.133296111
G040X6I_1_1,v19,-0.050591636
G040X6I_1_1,v20,-0.227279124
G040X6I_1_1,v21,0.002495083
G040X6I_1_1,v22,-0.108296639
G040X6I_1_1,v23,0.173639344
G040X6I_1_1,v24,-0.252547369
G040X6I_1_1,v25,-0.110281803
G040X6I_1_1,v26,0.081118183
G040X6I_1_1,v27,-0.130279066
G040X6I_1_1,v28,-0.149858123
G040X6I_1_1,v29,-0.299494188
G040X6I_1_1,v30,-0.471104159
G040X6I_1_1,v31,-0.186901499
G040X6I_1_1,v32,-0.35110045
G040X6I_1_1,v33,0.048058693
G040X6I_1_1,v34,-0.075100219
G040X6I_1_1,v35,-0.376813829
G040X6I_1_1,v36,-0.061954337
G085X2I_1_1,v0,-0.151327294
G085X2I_1_1,v1,0.153086443
G085X2I_1_1,v2,0.082019197
G085X2I_1_1,v3,-0.148770735
G085X2I_1_1,v4,-0.098169204
G085X2I_1_1,v5,0.010775284
G085X2I_1_1,v6,-0.100934383
G085X2I_1_1,v7,-0.055726122
G085X2I_1_1,v8,0.043869324
G085X2I_1_1,v9,-0.092478986
G085X2I_1_1,v10,-0.24632654
G085X2I_1_1,v11,-0.056623651
G085X2I_1_1,v12,0.123389173
G085X2I_1_1,v13,-0.082194056
G085X2I_1_1,v14,-0.14596713
G085X2I_1_1,v15,-0.200857352
G085X2I_1_1,v16,-0.243626955
G085X2I_1_1,v17,-0.181199643
G085X2I_1_1,v18,-0.091385872
G085X2I_1_1,v19,-0.271959855
G085X2I_1_1,v20,-0.121399766
G085X2I_1_1,v21,0.097197245
U263X1I_1_1,v0,-0.354347221
U263X1I_1_1,v1,-0.816842017
U263X1I_1_1,v2,0.078412496
U263X1I_1_1,v3,0.214049358
U263X1I_1_1,v4,0.479405761
U263X1I_1_1,v5,-0.115991548
U263X1I_1_1,v6,-0.188147542
U263X1I_1_1,v7,-0.291939791
B135X8I_1_1,v0,0.228905086
B135X8I_1_1,v1,-0.161429815
B135X8I_1_1,v2,0.048242234
B135X8I_1_1,v3,-0.264121416
B135X8I_1_1,v4,-0.147308908
B135X8I_1_1,v5,0.154830258
B135X8I_1_1,v6,0.283011218
B135X8I_1_1,v7,-0.019514968
B135X8I_1_1,v8,-0.01674872
B135X8I_1_1,v9,0.023747643
B135X8I_1_1,v10,-0.126925117
B135X8I_1_1,v11,-0.145246705
B135X8I_1_1,v12,-0.109025011
B135X8I_1_1,v13,0.05407467
B135X8I_1_1,v14,0.270105679
B135X8I_1_1,v15,0.026875176
B135X8I_1_1,v16,0.022128692
B135X8I_1_1,v17,-0.236060585
B135X8I_1_1,v18,-0.149855372
B135X8I_1_1,v19,0.029246567
B135X8I_1_1,v20,0.052273356
B135X8I_1_1,v21,0.00145656
B135X8I_1_1,v22,-0.065776551
B135X8I_1_1,v23,-0.341515072
U223X6I_1_1,v0,-0.054366282
U223X6I_1_1,v1,0.182399653
U223X6I_1_1,v2,-0.373644749
U223X6I_1_1,v3,0.087802959
U223X6I_1_1,v4,0.2366908
U223X6I_1_1,v5,-0.281611989
U223X6I_1_1,v6,-0.488231511
U223X6I_1_1,v7,0.2366908
U223X6I_1_1,v8,-0.277239014
U223X6I_1_1,v9,-0.24690824
U223X6I_1_1,v10,0.266825708
U223X6I_1_1,v11,0.022964564
U223X6I_1_1,v12,-0.076836731
U223X6I_1_1,v13,-0.107310779
U223X6I_1_1,v14,-0.322709142
U223X6I_1_1,v15,-0.333028008
U223X6I_1_1,v16,0.035075421
U223X6I_1_1,v17,-0.274685437
U223X6I_1_1,v18,-0.144319661
G013X4I_1_1,v0,0.154752938
G013X4I_1_1,v1,-0.045493817
G013X4I_1_1,v2,0.00830801
G013X4I_1_1,v3,-0.049926205
G013X4I_1_1,v4,0.244543246
G013X4I_1_1,v5,-0.190915273
G013X4I_1_1,v6,0.076268571
G013X4I_1_1,v7,-0.096737776
G013X4I_1_1,v8,0.082426839
G013X4I_1_1,v9,0.067618268
G013X4I_1_1,v10,0.108816787
G013X4I_1_1,v11,0.209107655
G013X4I_1_1,v12,-0.104372979
G013X4I_1_1,v13,0.108816787
G013X4I_1_1,v14,-0.104551948
G013X4I_1_1,v15,0.230920268
B183X1I_1_1,v0,-0.249609118
B183X1I_1_1,v1,-0.075088994
B183X1I_1_1,v2,0.019423772
B183X1I_1_1,v3,0.087897651
B183X1I_1_1,v4,0.118204638
B183X1I_1_1,v5,-0.12198609
B183X1I_1_1,v6,-0.153149415
B183X1I_1_1,v7,-0.175583901
B183X1I_1_1,v8,-0.267090157
B183X1I_1_1,v9,0.576252595
B183X1I_1_1,v10,-0.00025052
B183X1I_1_1,v11,-0.181430505
B183X1I_1_1,v12,0.217764981
B183X1I_1_1,v13,-0.170810278
B183X1I_1_1,v14,-0.057121187
B183X1I_1_1,v15,-0.157846641
B183X1I_1_1,v16,-0.051548631
B183X1I_1_1,v17,0.140105396
B183X1I_1_1,v18,0.12695878
B183X1I_1_1,v19,0.237189764
B183X1I_1_1,v20,0.228180417
B183X1I_1_1,v21,0.286990624
B183X1I_1_1,v22,0.016969767
B183X1I_1_1,v23,0.241497055
B183X1I_1_1,v24,0.137815652
B144X3I_1_1,v0,0.146324198
B144X3I_1_1,v1,-0.517188248
B144X3I_1_1,v2,-0.271738649
B144X3I_1_1,v3,0.048714037
B144X3I_1_1,v4,0.534290401
B144X3I_1_1,v5,-0.366719012
B144X3I_1_1,v6,-0.457262221
B144X3I_1_1,v7,-0.224331122
B144X3I_1_1,v8,0.210099474
B144X3I_1_1,v9,-0.631944506
B144X3I_1_1,v10,0.464906241
B144X3I_1_1,v11,-0.506334016
B144X3I_1_1,v12,-0.194012842
B144X3I_1_1,v13,-0.260553868
B144X3I_1_1,v14,0.075578034
U205X4I_1_1,v0,0.25124047
U205X4I_1_1,v1,-0.658439784
U205X4I_1_1,v2,0.389697818
U205X4I_1_1,v3,-0.764727646
U205X4I_1_1,v4,-0.72779072
U205X4I_1_1,v5,-0.139943988
U205X4I_1_1,v6,-0.0951719
U205X4I_1_1,v7,-0.363780048
U205X4I_1_1,v8,-0.736987084
U205X4I_1_1,v9,-1.226958127
U205X4I_1_1,v10,-0.595030827
U205X4I_1_1,v11,-0.276249594
U205X4I_1_1,v12,-0.850529501
G052X9I_1_1,v0,-0.423062832
G052X9I_1_1,v1,-0.193703021
G052X9I_1_1,v2,-0.079865672
G052X9I_1_1,v3,-0.102270434
G052X9I_1_1,v4,-0.165346993
G052X9I_1_1,v5,0.025226682
G052X9I_1_1,v6,-0.117385077
G052X9I_1_1,v7,-0.093733007
G052X9I_1_1,v8,-0.052221493
G052X9I_1_1,v9,0.012073992
G052X9I_1_1,v10,0.031292637
G052X9I_1_1,v11,0.129345614
G052X9I_1_1,v12,0.054296314
G052X9I_1_1,v13,0.106386639
G052X9I_1_1,v14,-0.048776191
G052X9I_1_1,v15,0.001099699
G052X9I_1_1,v16,-0.135402711
G052X9I_1_1,v17,0.018090734
G052X9I_1_1,v18,-0.039289155
G052X9I_1_1,v19,-0.231264114
G052X9I_1_1,v20,-0.085252729
G052X9I_1_1,v21,-0.024446114
G052X9I_1_1,v22,0.089537267
G052X9I_1_1,v23,-0.038868444
G052X9I_1_1,v24,0.014754453
G052X9I_1_1,v25,-0.174233107
G052X9I_1_1,v26,-0.277105429
U300X2I_1_1,v0,0.106759663
U300X2I_1_1,v1,0.173793804
U300X2I_1_1,v2,-0.239019913
U300X2I_1_1,v3,-0.622942288
U300X2I_1_1,v4,-0.120051747
U300X2I_1_1,v5,-0.26977812
U300X2I_1_1,v6,-0.168198575
U300X2I_1_1,v7,-0.74069172
U300X2I_1_1,v8,-0.586910532
U300X2I_1_1,v9,-0.333788282
U300X2I_1_1,v10,-0.128326142
U300X2I_1_1,v11,-0.429817068
U300X2I_1_1,v12,-0.159919151
U300X2I_1_1,v13,-0.064824927
U300X2I_1_1,v14,-0.299900766
U300X2I_1_1,v15,0.032243851
U300X2I_1_1,v16,-0.180430213
U300X2I_1_1,v17,0.170411848
B110X6I_1_1,v0,0.177481946
B110X6I_1_1,v1,-1.218372232
B110X6I_1_1,v2,-1.310687797
B110X6I_1_1,v3,0.421274959
B110X6I_1_1,v4,-0.158144676
B110X6I_1_1,v5,-0.801347792
B110X6I_1_1,v6,-0.652952972
B110X6I_1_1,v7,-0.125683634
B110X6I_1_1,v8,-0.258797791
B110X6I_1_1,v9,0.226203232
B110X6I_1_1,v10,-0.626662736
B110X6I_1_1,v11,-0.136793177
B110X6I_1_1,v12,-0.294768923
B110X6I_1_1,v13,-0.520627338
B110X6I_1_1,v14,0.17169095
B110X6I_1_1,v15,-0.769323729
B110X6I_1_1,v16,-0.631205763
B110X6I_1_1,v17,-0.095917803
B110X6I_1_1,v18,0.27787612
B110X6I_1_1,v19,-0.195910342
B110X6I_1_1,v20,-1.164154382
B110X6I_1_1,v21,-0.070952152
B110X6I_1_1,v22,-0.488062954
B110X6I_1_1,v23,-0.731024347
B110X6I_1_1,v24,-0.030629073
B110X6I_1_1,v25,-0.141708385
B110X6I_1_1,v26,-0.103481394
B110X6I_1_1,v27,-0.070899389
B110X6I_1_1,v28,-0.181135495
B110X6I_1_1,v29,-0.224388834
B110X6I_1_1,v30,-0.196126408
G066X4I_1_1,v0,-0.172842596
G066X4I_1_1,v1,-0.210827977
G066X4I_1_1,v2,0.266946492
G066X4I_1_1,v3,-0.165600666
G066X4I_1_1,v4,-0.233417834
G066X4I_1_1,v5,0.216956993
G066X4I_1_1,v6,-0.102987897
G066X4I_1_1,v7,0.066250631
G066X4I_1_1,v8,-0.344832848
G066X4I_1_1,v9,-0.349660026
G066X4I_1_1,v10,0.262182356
U251X1I_1_1,v0,0.03262775
U251X1I_1_1,v1,0.099327097
U251X1I_1_1,v2,0.112038869
U251X1I_1_1,v3,0.001499695
U251X1I_1_1,v4,-0.09267294
U251X1I_1_1,v5,0.112038869
U251X1I_1_1,v6,-0.081707117
U251X1I_1_1,v7,0.046949139
U251X1I_1_1,v8,-0.373937306
G035X6I_1_1,v0,0.000782967
G035X6I_1_1,v1,0.248838467
G035X6I_1_1,v2,0.073671888
G035X6I_1_1,v3,-0.087556098
G035X6I_1_1,v4,-0.178919031
G035X6I_1_1,v5,-0.161394454
G035X6I_1_1,v6,0.124288944
G035X6I_1_1,v7,0.28258608
G035X6I_1_1,v8,0.139832027
G035X6I_1_1,v9,0.017381309
G035X6I_1_1,v10,0.099047135
G035X6I_1_1,v11,0.059559289
G035X6I_1_1,v12,0.274890135
G035X6I_1_1,v13,0.117192361
G035X6I_1_1,v14,0.000872912
G035X6I_1_1,v15,0.085041293
G035X6I_1_1,v16,0.130735319
G035X6I_1_1,v17,-0.013569092
G035X6I_1_1,v18,-0.173205333
G035X6I_1_1,v19,-0.302898914
G035X6I_1_1,v20,-0.249002524
G035X6I_1_1,v21,-0.181467198
G008X6I_1_1,v0,0.003650143
G008X6I_1_1,v1,-0.066072401
G008X6I_1_1,v2,-0.09478959
G008X6I_1_1,v3,-0.084442819
G008X6I_1_1,v4,-0.038741614
G008X6I_1_1,v5,-0.020538577
G008X6I_1_1,v6,-0.059596866
G008X6I_1_1,v7,-0.031293149
G008X6I_1_1,v8,-0.015974661
G008X6I_1_1,v9,0.026757018
G008X6I_1_1,v10,-0.052394704
G008X6I_1_1,v11,-0.090023478
G008X6I_1_1,v12,-0.070060503
G008X6I_1_1,v13,0.006099108
G008X6I_1_1,v14,-0.119005979
G008X6I_1_1,v15,0.05769033
G008X6I_1_1,v16,-0.052327583
G008X6I_1_1,v17,-0.066309505
G008X6I_1_1,v18,0.023651824
G008X6I_1_1,v19,-0.03822489
G008X6I_1_1,v20,-0.067002914
G008X6I_1_1,v21,-0.065029117
G008X6I_1_1,v22,0.012347843
G008X6I_1_1,v23,-0.021153157
G008X6I_1_1,v24,-0.001908407
G008X6I_1_1,v25,-0.060088272
G008X6I_1_1,v26,-0.114786816
G008X6I_1_1,v27,0.007287413
G008X6I_1_1,v28,-0.023187183
G008X6I_1_1,v29,0.041671593
G008X6I_1_1,v30,-0.085628015
G008X6I_1_1,v31,-0.018818305
G008X6I_1_1,v32,-0.15844103
G008X6I_1_1,v33,0.063005374
G008X6I_1_1,v34,-0.077432948
G008X6I_1_1,v35,-0.151121921
G008X6I_1_1,v36,-0.111121237
G008X6I_1_1,v37,-0.021673525
G008X6I_1_1,v38,0.015392443
G008X6I_1_1,v39,-0.109325466
B140X8I_1_1,v0,-0.479895968
B140X8I_1_1,v1,-0.129434555
B140X8I_1_1,v2,-0.609057974
B140X8I_1_1,v3,-0.242325758
B140X8I_1_1,v4,-0.467049314
B140X8I_1_1,v5,-0.623192727
B140X8I_1_1,v6,-0.294322159
B140X8I_1_1,v7,-0.394611364
B140X8I_1_1,v8,-0.339870411
B140X8I_1_1,v9,-0.011710042
B140X8I_1_1,v10,0.318530762
B140X8I_1_1,v11,-0.108675544
B140X8I_1_1,v12,-0.028327022
B140X8I_1_1,v13,0.07421806
B140X8I_1_1,v14,-0.162295085
U226X3I_1_1,v0,-0.279707646
U226X3I_1_1,v1,-0.471886528
U226X3I_1_1,v2,0.37934823
U226X3I_1_1,v3,-0.092951404
U226X3I_1_1,v4,0.385830144
U226X3I_1_1,v5,-0.077140508
U226X3I_1_1,v6,-0.0721589
U226X3I_1_1,v7,0.362410827
U226X3I_1_1,v8,0.148203851
U226X3I_1_1,v9,-0.169992938
U226X3I_1_1,v10,-0.361974171
U226X3I_1_1,v11,-0.039162416
U226X3I_1_1,v12,0.026042526
U226X3I_1_1,v13,-0.147978518
U226X3I_1_1,v14,-0.357731441
U245X7I_1_1,v0,0.107000358
U245X7I_1_1,v1,-0.062613483
U245X7I_1_1,v2,-0.156524158
U245X7I_1_1,v3,0.074342698
U245X7I_1_1,v4,-0.033641406
U245X7I_1_1,v5,0.212278573
U245X7I_1_1,v6,-0.079698217
U245X7I_1_1,v7,-0.038414186
U245X7I_1_1,v8,0.152245208
U245X7I_1_1,v9,-0.029786196
U245X7I_1_1,v10,-0.143840228
U245X7I_1_1,v11,0.050601355
U245X7I_1_1,v12,-0.179633371
U245X7I_1_1,v13,0.152245208
G078X3I_1_1,v0,-0.283887143
G078X3I_1_1,v1,-0.152753075
G078X3I_1_1,v2,-0.230414961
G078X3I_1_1,v3,0.002178044
G078X3I_1_1,v4,-0.367094848
G078X3I_1_1,v5,0.082817614
G078X3I_1_1,v6,-0.332670952
G078X3I_1_1,v7,-0.435356626
G078X3I_1_1,v8,0.351419046
G078X3I_1_1,v9,-0.432593461
G078X3I_1_1,v10,-0.017442134
G078X3I_1_1,v11,-0.214342423
G078X3I_1_1,v12,-0.100430884
G078X3I_1_1,v13,-0.066800921
G078X3I_1_1,v14,-0.166488547
G078X3I_1_1,v15,0.260242138
G078X3I_1_1,v16,-0.376864847
G078X3I_1_1,v17,-0.173898568
G078X3I_1_1,v18,-0.169662291
G078X3I_1_1,v19,0.177767682
G078X3I_1_1,v20,0.275045009
G078X3I_1_1,v21,0.199018685
G078X3I_1_1,v22,0.339551934
G002X3I_1_1,v0,-0.101325275
G002X3I_1_1,v1,-0.149177709
G002X3I_1_1,v2,-0.020079957
G002X3I_1_1,v3,-0.047282779
G002X3I_1_1,v4,0.047316563
G002X3I_1_1,v5,0.030939097
G002X3I_1_1,v6,-0.12916626
G002X3I_1_1,v7,-0.119367018
G002X3I_1_1,v8,-0.125077198
G002X3I_1_1,v9,0.243986821
G002X3I_1_1,v10,-0.235311979
G002X3I_1_1,v11,0.206360453
G002X3I_1_1,v12,0.019009213
G002X3I_1_1,v13,0.179103117
G002X3I_1_1,v14,0.078287396
G002X3I_1_1,v15,0.120461712
B124X5I_1_1,v0,0
B124X5I_1_1,v1,0
B124X5I_1_1,v2,0
B124X5I_1_1,v3,0
B124X5I_1_1,v4,0
B124X5I_1_1,v5,0.630824005
B124X5I_1_1,v6,0
B124X5I_1_1,v7,0
G045X9I_1_1,v0,-0.08145353
G045X9I_1_1,v1,0.126823429
G045X9I_1_1,v2,0.022041907
G045X9I_1_1,v3,0.004299772
G045X9I_1_1,v4,0.023653604
G045X9I_1_1,v5,0.049041497
G045X9I_1_1,v6,-0.090932218
G045X9I_1_1,v7,0.136382127
G045X9I_1_1,v8,-0.088582392
G045X9I_1_1,v9,-0.08145353
G045X9I_1_1,v10,-0.072611171
G045X9I_1_1,v11,-0.037476999
G045X9I_1_1,v12,-0.086876028
G045X9I_1_1,v13,-9.94E-05
G045X9I_1_1,v14,-0.126280514
G045X9I_1_1,v15,0.109861231
G045X9I_1_1,v16,-0.035333552
G045X9I_1_1,v17,-0.009058897
G045X9I_1_1,v18,-0.03520526
G045X9I_1_1,v19,-0.001150538
G045X9I_1_1,v20,-0.13785747
G045X9I_1_1,v21,-0.064987035
G045X9I_1_1,v22,0.012059228
G045X9I_1_1,v23,0.084944293
G045X9I_1_1,v24,-0.04016134
G045X9I_1_1,v25,-0.101406202
G045X9I_1_1,v26,-0.073351525
G045X9I_1_1,v27,0.002045726
G045X9I_1_1,v28,0.006362863
G045X9I_1_1,v29,0.130105392
G045X9I_1_1,v30,-0.003581885
G045X9I_1_1,v31,0.146743043
G045X9I_1_1,v32,-0.074481777
B196X7I_1_1,v0,-0.669676746
B196X7I_1_1,v1,-0.192886203
B196X7I_1_1,v2,-0.363205896
B196X7I_1_1,v3,0.127324614
B196X7I_1_1,v4,-0.062054607
B196X7I_1_1,v5,0.069478206
B196X7I_1_1,v6,-0.147910557
B196X7I_1_1,v7,-0.152068125
B196X7I_1_1,v8,-0.20980792
B196X7I_1_1,v9,-0.158405155
B196X7I_1_1,v10,-0.327035234
B196X7I_1_1,v11,-0.193973394
B196X7I_1_1,v12,-0.760740322
B196X7I_1_1,v13,-0.289654114
B196X7I_1_1,v14,-0.658529499
B196X7I_1_1,v15,0.030828252
G089X0I_1_1,v0,-0.323042984
G089X0I_1_1,v1,-0.181445011
G089X0I_1_1,v2,-0.171792721
G089X0I_1_1,v3,-0.035040979
G089X0I_1_1,v4,0.010197054
G089X0I_1_1,v5,-0.117464525
G089X0I_1_1,v6,0.162785988
G089X0I_1_1,v7,-0.108288997
G089X0I_1_1,v8,-0.14708801
G089X0I_1_1,v9,-0.201686825
G089X0I_1_1,v10,-0.234982729
G089X0I_1_1,v11,-0.049095257
G089X0I_1_1,v12,0.025443684
G089X0I_1_1,v13,-0.091172398
G089X0I_1_1,v14,-0.139984704
G089X0I_1_1,v15,-0.105743531
G089X0I_1_1,v16,-0.20335709
G089X0I_1_1,v17,0.10111302
G089X0I_1_1,v18,0.311993906
G089X0I_1_1,v19,0.185432329
G089X0I_1_1,v20,-0.144463619
G089X0I_1_1,v21,0.00664969
G089X0I_1_1,v22,0.016680719
G089X0I_1_1,v23,0.166080337
G089X0I_1_1,v24,-0.057204506
G089X0I_1_1,v25,0.143952116
G089X0I_1_1,v26,-0.050477915
G089X0I_1_1,v27,0.344035581
G089X0I_1_1,v28,-0.101845835
G089X0I_1_1,v29,-0.377395358
G089X0I_1_1,v30,-0.272528537
G089X0I_1_1,v31,-0.089567615
G089X0I_1_1,v32,-0.199494309
G089X0I_1_1,v33,0.156851218
G089X0I_1_1,v34,0.066253727
G065X6I_1_1,v0,-0.358067454
